,unqProductCategoryId,unqProductId,vchSegmentCode,vchSegmentDescription,vchFamilyCode,vchFamilyDescription,vchClassCode,vchClassDescription,intBrickCode,"vchBrickDescription""",vchProductName,bitConsumerUnit,datModified,datPublished,vchTargetMarket,vchReferenceId,vchBrandName
14,C3A6E90F-5F1F-4398-8EEB-0B48BCEF7B94,C3F5BDF6-C0EE-4ACC-AA34-32AE759062DA,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, CUMIN SEED, GROUND, 25LB",1,2016-09-14 11:12:38,2016-09-14 11:12:52,US,W73FMl,DURKEE
15,0DD8BB75-D6E9-4A2B-A573-0CA0D4494DC1,E283AAEF-6A88-4B1D-A9FC-A5116DC6C8B9,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000050,Extracts/Salt/Meat Tenderisers (Shelf Stable),"DURKEE, PURE EXTRACT, LEMON, 16FO",1,2016-03-28 16:33:04,2016-11-08 17:12:13,US,LUZdrK,DURKEE
16,3E6481B5-2E38-423A-93E5-0D00EACE78D1,62EE4C0E-0119-4478-8673-896754AD1DEC,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, CHIPOTLE CHILE, GROUND, 18OZ",1,2016-09-14 12:34:57,2016-09-14 13:12:56,US,Fom7P0,DURKEE
17,805B6CC6-DA62-4FE4-86A4-0DB83BF66175,B91C9F1D-03F2-4112-9A70-75C303BD1EEE,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, CAJUN RUB, 21OZ",1,2016-09-14 12:08:51,2016-09-14 12:12:30,US,h9bW57,DURKEE
18,EA8022D1-A92A-4D94-9DA8-0DF12227C0CF,3F33ADEE-CB3C-4FF1-87A0-803F3EC72C88,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, BURGUNDY BEEF, 25LB",1,2016-09-26 10:15:05,2016-09-26 11:13:07,US,B7sLpW,DURKEE
19,BCBCAE1F-863F-416E-A0C8-0E223A727B70,AEDBEF1E-2187-4E52-A88E-267613AE3CB1,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, ONION, POWDER, 20OZ",1,2016-09-14 11:49:21,2016-09-14 12:12:28,US,J0BGj7,DURKEE
20,C223B89A-FB25-4D68-BF49-0E7680C4FE25,A5DBBACF-2016-4BF8-88E7-A13D23D31B0D,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, MARJORAM, WHOLE, 3.5OZ",1,2016-09-14 11:37:31,2016-09-14 12:12:27,US,mWDMhx,DURKEE
21,ECA0BEAC-CE9F-4191-BB6F-105EED7B79B3,C400A9AC-F0B9-4F64-ABE7-3F00A19D12A4,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, SESAME SEED, 5.5LB",1,2016-09-14 11:52:40,2016-09-14 12:12:28,US,RP4yFZ,DURKEE
22,A54C9253-09F6-487F-A8CF-10AC6FF0B4C5,335DDD4E-05FE-4F18-9935-3A6E5C411F20,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, ONION, GRANUALTED, 6LB",1,2016-09-14 13:42:52,2016-09-14 14:12:37,US,hVVPAw,DURKEE
23,A95B23D9-B6A4-4296-A1A2-1289F030CBA1,3C63B342-23BE-4CE4-8B6F-7D35A17E4093,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, LOUISIANA SEASONING, CAJUN, 25LB",1,2016-09-14 12:18:59,2016-09-14 13:12:56,US,DM35rQ,DURKEE
24,E38E825F-52EC-4A86-8D39-12C2B43C5102,E2336C84-A0F7-441E-8552-772B1C568F12,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, TARRAGON, LEAVES, 4OZ",1,2016-09-14 11:49:19,2016-09-14 12:12:28,US,iKrazv,DURKEE
25,D0EF21E6-CBA2-4621-87AA-12C2FF594221,916DEED0-99B3-468E-9D28-D30F673758C6,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000050,Extracts/Salt/Meat Tenderisers (Shelf Stable),"DURKEE, IMITATION FLAVOR, VANILLA, 128FO",1,2016-03-28 16:51:15,2016-11-08 17:12:14,US,HDRrkB,DURKEE
26,85464EDC-C0B7-441D-B3C9-135610FB6C8B,472999B5-1556-48A7-B3DE-216D597061AA,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, OREGANO LEAVES, 5.5LB",1,2016-09-14 11:17:00,2016-09-14 12:12:26,US,otyCLm,DURKEE
27,F733BCE6-32C9-42F5-BCA1-137FA1326349,3FA4F354-ACDC-4E37-93BD-200DE4956E06,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, WHITE PEPPER, GROUND, 17OZ",1,2016-09-14 11:44:46,2016-09-14 12:12:28,US,MWmKqE,DURKEE
28,264394CA-4E4F-4147-97CA-141694DCE1EA,C1D43B37-C31B-4384-B41C-C91C6D7A391A,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, GARLIC, POWDER, 6LB",1,2016-09-14 11:57:32,2016-09-14 12:12:29,US,VvzkpN,DURKEE
29,89E021A3-C336-4ED2-8E1E-1426E6023855,C4861407-2E93-4DFE-AD12-9D0D33FAC0BA,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, STEAK SEASONING, NO SALT, 23 OZ",1,2016-09-14 13:55:26,2016-09-14 14:12:38,US,wRULzD,DURKEE
30,8643285C-0E7D-4EF4-BF6D-15773782FBC8,78C9FE52-2E45-4A10-B2B0-542D439BF2F3,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, CUMIN SEED, 16OZ",1,2016-11-02 16:42:40,2016-11-02 17:12:20,US,p6pk2k,DURKEE
31,7F47B8D1-F806-4E67-AF6A-1A5214E58EC1,03F1E0EF-910C-40F1-B6DC-6220D3270EE1,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, PEPPERCORN MEDLEY, 16OZ",1,2016-09-14 11:22:41,2016-09-14 12:12:27,US,zZOdzT,DURKEE
32,058E2002-F168-4710-BA26-1A93081CD67A,6164E054-ECEA-4381-95F0-49D52F6B4BAB,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, SPICY PASTA SEASONING, 12OZ",1,2016-12-09 15:10:14,2016-12-09 15:12:45,US,giQGz5,DURKEE
33,59AEA789-C7D3-4D02-9FC5-1B5446E6E333,907E0AC3-A02E-46A5-B2F5-CDF988DAA2A0,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000050,Extracts/Salt/Meat Tenderisers (Shelf Stable),"DURKEE, LIQUID SMOKE, 128FO",1,2016-09-14 13:42:51,2016-09-14 14:12:37,US,2vD3aF,DURKEE
34,E51DBD78-C21A-4EF7-84BB-1B612B59DBDF,FDC10AFF-53BC-41D2-A26C-0086737B7149,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, THYME LEAVES, 33OZ",1,2016-09-14 11:52:43,2016-09-14 12:12:28,US,xhzMIU,DURKEE
35,C14F38D9-3B63-457C-8D92-1B7C48EDE813,F9C0D2B8-A4E9-4A84-9090-B2CDB633057D,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, PAPRIKA, 25LB",1,2016-09-14 12:23:38,2016-09-14 13:12:56,US,Nd2QIL,DURKEE
36,EB395EBE-BDA4-4595-95E2-1BAA2E83C4A0,F58321E4-100A-42BB-8C30-EAF2126AFA52,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, CHILI SEASONING, 25LB",1,2016-10-25 13:12:15,2016-10-25 14:12:18,US,eYunhH,DURKEE
37,510386EF-018A-43AF-B732-1BE18ACE9F9D,11C3E6E7-6415-4446-9BE7-A7073BF01CBB,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, CHILI POWDER, LIGHT, 18OZ",1,2016-09-14 11:28:29,2016-09-14 12:12:27,US,UJI7N1,DURKEE
38,E820F3A5-8CE7-4CA7-83A7-1CB906C74E1A,08C3B58B-63AA-4F94-9553-1703F3B4880B,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, BACON BITS, IMITATION, 25LB",1,2016-09-14 11:12:37,2016-09-14 11:12:54,US,E2WOl2,DURKEE
39,1586A375-5A26-43A5-86C2-1D224A846DA2,429938DB-79F1-47DD-B307-39ADDB0D9141,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000050,Extracts/Salt/Meat Tenderisers (Shelf Stable),"DURKEE, PURE EXTRACT, VANILLA, 32FO",1,2016-03-28 16:45:28,2016-11-08 16:12:36,US,zGbnCN,DURKEE
40,0746A4AF-1B4A-4EDC-9023-1F8620F6D2B5,817CFC17-B573-470B-81F5-AF128BF13D5C,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, GRILL SEASONING, 22OZ",1,2016-09-14 12:07:33,2016-09-14 12:12:29,US,JxatQY,DURKEE
41,DBD9E690-9A45-4306-B6D4-201291EE1CBB,37D9349E-DCF6-4103-B109-E18B6495A0F1,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, SESAME SEED, 19OZ",1,2016-09-14 11:44:58,2016-09-14 12:12:28,US,kJS5YK,DURKEE
42,FD8E9F8A-630B-427C-A212-207D5F0C48C8,F48A427E-E6B8-4911-9DD7-A4F98E733B84,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, BASIL, GROUND, 12OZ",1,2016-09-14 11:25:02,2016-09-14 12:12:27,US,YdzgWF,DURKEE
43,021326C4-7863-457B-9715-208F4387E097,D1573B0A-5665-43C0-A591-5E127CC01324,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, CAYENNE PEPPER, 25LB",1,2016-09-14 12:23:38,2016-09-14 13:12:56,US,aWb0Pk,DURKEE
44,38B16083-9565-47BC-92FF-21B7EF31E61C,C208CBD9-D9BD-4599-943C-B447A94F999F,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, OREGANO LEAVES, 20LB",1,2016-09-14 12:23:38,2016-09-14 13:12:56,US,UOJnTH,DURKEE
45,7F96A17F-92B5-4E7D-9580-220337263E3F,EF80CC47-52C9-4F88-8DD9-0E95967A15AE,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000050,Extracts/Salt/Meat Tenderisers (Shelf Stable),"DURKEE, PURE EXTRACT, VANILLA, 16FO",1,2016-03-28 16:36:44,2016-11-08 16:12:36,US,CS0aF2,DURKEE
46,0B857C33-9537-48EE-BA07-23981B94E2E4,015CA97D-8D92-41AF-8F7B-860469F78A40,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, CORIANDER, GROUND, 14OZ",1,2016-09-14 12:24:49,2016-09-14 13:12:55,US,zPWdIE,DURKEE
47,7E238ACC-D427-476C-AF11-23C7A01BF965,D65F9FE5-430A-4FF9-8219-13C8F379DD9C,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, CORN STARCH, 6LB",1,2016-09-14 13:38:58,2016-09-14 14:12:37,US,n8MPeJ,DURKEE
48,7F7D8DD3-219B-4D8C-B80D-24F737553CA0,F30A078F-8783-405D-81B7-DAE35618C8D8,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, MESQUITE HERB FAJITA SEASONING, 22OZ",1,2016-09-14 12:28:41,2016-09-14 13:12:55,US,LUYpBe,DURKEE
49,6260FE38-76F7-4D8C-AB36-26A191E1FAA1,C35583FA-CB6E-47C6-BDF1-A1CA391D6BCB,50000000,Food/Beverage/Tobacco,50160000,Confectionery/Sugar Sweetening Products,50161500,Sugars/Sugar Substitute Products,10000044,Syrup/Treacle/Molasses (Shelf Stable),"KARO, CORN SYRUP, LIGHT, 1 GAL",1,2016-10-20 10:24:17,2016-10-20 11:12:13,US,26Nz3T,KARO
50,D9EEA310-77CC-4ABF-A2C6-28B740C57B24,E25F1093-2093-4737-A1DD-43B3FA05E022,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, SEASONING SALT, 12LB",1,2016-09-14 12:05:26,2016-09-14 12:12:29,US,KMohYl,DURKEE
51,053755FD-B8D7-47B9-9773-290BC7502666,90290472-88BF-47FD-81B4-35E79BC2ABB9,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, CINNAMON, GROUND, 25LB",1,2016-09-14 12:05:26,2016-09-14 12:12:29,US,AeJrzB,DURKEE
52,7DF52803-970D-4379-8619-2A12717E55B3,41DA47FE-3136-4B0C-8A5C-7670C47C59EF,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, STEAK DUST SEASONING, 29OZ",1,2016-09-14 11:49:19,2016-09-14 12:12:28,US,wUwPg6,DURKEE
53,098D8743-7BBF-45FE-A274-2A52739CA969,D4DD6E82-93CC-4D53-864A-4CAB88106404,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, PUMPKIN PIE SPICE, 16OZ",1,2016-09-14 12:28:42,2016-09-14 13:12:55,US,Q1JHZr,DURKEE
54,A5974F55-5636-4BD0-876E-2AC7952C1AE0,A73C0A2F-984A-491C-8129-24578D03B802,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, BLACK PEPPER, SHAKER GRIND, 30M, 5LB",1,2016-09-14 12:02:52,2016-09-14 12:12:29,US,NhI7jT,DURKEE
55,B1C74C93-652F-4891-BD38-2B2D8634540E,8589A14D-D4F9-45B5-B4DC-8575CF892B5A,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171800,Sauces/Spreads/Dips/Condiments,10000057,Sauces - Cooking (Shelf Stable),"DURKEE, SPAGHETTI SAUCE MIX, 27OZ",1,2016-12-09 15:10:14,2016-12-09 15:12:45,US,tQeNVk,DURKEE
56,251B5760-3ADB-4A40-BBE7-2BDCE82CA12E,665213E8-0199-4C75-865D-E5ABCBD90CA6,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, CURRY POWDER, 17OZ",1,2016-09-14 11:33:31,2016-09-14 12:12:29,US,BVDcXf,DURKEE
57,05326F07-5BBF-46A1-8924-2BFA85416473,C7993525-F457-4794-AF86-B4CD03BFB9EF,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, BASIL LEAF, WHOLE, 5.5OZ",1,2016-09-14 11:22:46,2016-09-14 12:12:27,US,cVCyvx,DURKEE
58,E65FBF52-018F-4269-8558-2C81A757B709,AF8F6601-6D85-46AD-87F8-B680B2D67DC2,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, BAY LEAVES, WHOLE, 12OZ",1,2016-09-14 11:55:04,2016-09-14 12:12:28,US,50EGzd,DURKEE
59,E52C2850-99BB-40A2-9A4D-2CB437FD53DE,B2C85956-2D65-436D-9912-E7848A4B4BB8,50000000,Food/Beverage/Tobacco,50180000,Bread/Bakery Products,50181700,Baking/Cooking Mixes/Supplies,10000158,Baking/Cooking Supplies (Shelf Stable),"ARGO, CORN STARCH, FOODSERVICE, 1LB",1,2016-12-09 15:02:09,2016-12-09 15:12:45,US,o0qjom,ARGO
60,BF9B3AA7-24DE-48ED-90AA-2D14F46F8CDA,7695D8C5-59B7-477E-AC2E-51554C77438A,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, GROUND CUMIN, 5LB",1,2016-09-14 11:57:32,2016-09-14 12:12:29,US,VgsnBj,DURKEE
61,0F102C5A-FBAE-420E-A5B8-2D23E56389FE,9D4EC538-338A-4318-89A9-28F07BB1A52D,50000000,Food/Beverage/Tobacco,50190000,Prepared/Preserved Foods,50192300,Desserts/Dessert Sauces/Toppings,10000195,Dessert Sauces/Toppings/Fillings (Shelf Stable),"DURKEE, FOOD COLORING, BLUE, 32FO",1,2016-03-28 16:46:48,2016-11-08 17:12:14,US,9EgV6q,DURKEE
62,643931D2-EDFA-4473-9CF8-2DB05376A14C,9232BFF9-C71F-41BD-A842-F8D3DB84D8FF,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, ROASTED GARLIC SEASO, 25LB",1,2016-09-14 13:38:56,2016-09-14 14:12:37,US,x1QiAW,DURKEE
63,8DB9B4B6-298E-453B-AE9E-2E2591CBE397,DC535C43-C550-42B9-9B21-35DB6C0A9AE5,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, SESAME SEED, BLACK, 19OZ",1,2016-09-14 12:20:42,2016-09-14 13:12:55,US,bM2tsg,DURKEE
64,C53BA181-84CB-4C57-9E6E-2E52A5F7EBF3,F763D84D-8CCB-44DA-9C78-3A003805F39E,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, BLACK PEPPER, SHAKER GRIND, 16OZ",1,2016-09-14 11:41:23,2016-09-14 12:12:28,US,xpU28Y,DURKEE
65,BF0E665E-10C6-4AED-AC1B-2E9D9B3085F8,8E6C690E-9B88-44DF-84F6-0EAE42799B86,50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,10000049,Herbs/Spices (Shelf Stable),"DURKEE, ONION SALT, 25LB",1,2016-10-05 10:06:07,2016-10-05 10:13:17,US,6HQUE2,DURKEE
